chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr1:164134395-164134693	0.53485030527549	0.683999867726558	1.43707645721233	1.23336584874216	298	0.99206349	0	0	0.0028	3	0	0	0.8243355	0.5976737	PBX1	-394328	NFR
chr1:164461539-164461837	1	0.892176458770811	0.412304930088419	0.958877270664164	298	0.99206349	0	0	0.0011	2	0	0.583	0.9178301	0.6891293	PBX1	-67184	NFR
chr1:164955009-164955307	1	0.812625696042146	1.12253099944139	1.21618681644933	298	0.99206349	0	0	0.0026	5	0	0.001	0.8885149	0.583534	LMX1A	370794	NFR
chr1:165116533-165116831	1	1	0.943129594306685	0.928489937480035	298	0.99206349	0	0	4e-04	1	0	0	0.8449804	0.6473885	LMX1A	209270	NFR
chr1:165149648-165149946	1	0.207739234173881	0.932093165612437	1.02643643887576	298	0.99206349	0	0	0.0026	4	0	0.006	0.8942195	0.5762949	LMX1A	176155	NFR
chr1:166336815-166337113	1	1	0.47596561223925	0.505247769867527	298	0.99206349	0.1715	1	0.002	1	0	0.002	0.9502802	0.6149528	POGK	-472362	NFR
chr1:167109732-167110030	1	1	0.504359613021108	0.429340715407892	298	0.99206349	0.0102	1	0.0028	3	0	0.003	0.9141664	0.6924869	DUSP27	46599	NFR
chr1:167538694-167538992	1	0.611587284018799	0.911678873269687	1.39199495967879	298	0.99206349	0.1842	2	0.0024	2	1	0.001	0.8635234	0.6226843	CREG1	-15839	NFR
chr1:168315506-168315804	0.411261131100326	1	0.679772949061118	0.48915230897244	298	0.99206349	0	0	0.001	3	0	0.004	0.9582242	0.5845459	TBX19	65377	NFR
chr1:168748903-168749201	0.403742321422187	0.512632446306441	1.68271127138295	1.48854539793576	298	0.99206349	0.0118	1	0.0026	2	0	0.001	0.9267185	0.4153157	DPT	-50550	NFR
chr1:168750013-168750311	0.30659249047654	0.304620683900267	1.06227284766551	1.3440703904088	298	0.99206349	0.0325	1	6e-04	3	0	0.001	0.8775538	0.5985928	DPT	-51660	NFR
chr1:172737216-172737514	1	1	0.494246875140766	0.565848788401774	298	0.99206349	0	0	0.0066	1	0	0	0.7480746	0.8507008	FASLG	109207	NFR
chr1:175219832-175220130	1	1	0.806741403257958	0.339790828798991	298	0.99206349	0.1589	1	0	0	1	0.001	0.741862	0.756447	TNN	182987	NFR
chr1:175871124-175871422	1	1	0.864872209307567	0.542390345847855	298	0.99206349	0.04515	2	8e-04	1	0	0.016	0.8178612	0.6850419	TNR	-158367	NFR
chr1:177587156-177587454	1	1	0.909982162698787	0.592820365632121	298	0.99206349	0.4776	1	0.0026	5	0	0	0.6738244	0.8854553	SEC16B	351745	NFR
chr1:178590427-178590725	0.282284579305592	0.738160514598134	1.02298810783474	0.982010439477679	298	0.99206349	0.3107	1	0.004	1	1	0	0.8676172	0.6149304	RALGPS2	-103724	NFR
chr1:182689155-182689453	1	0.560493777005306	0.542482877605965	0.877094491987866	298	0.99206349	0	0	0.0023	2	0	0.012	0.9428154	0.6321947	RGS8	-47255	NFR
chr1:184741549-184741847	1	0.451108159372298	0.971478262849726	1.69937902157066	298	0.99206349	0.0713	1	0.001	1	0	0.002	0.89429	0.5761584	EDEM3	-17651	NFR
chr1:184741567-184741865	1	0.990627194278765	0.985599780480055	0.999620899149453	298	0.99206349	0.4511	3	0.001	1	0	0.002	0.9137331	0.5341076	EDEM3	-17669	NFR
chr1:185081939-185082237	0.668741291746859	1	1.11653622968937	0.442725295442517	298	0.99206349	0.03185	4	7e-04	4	1	0.0935	0.9028389	0.5558148	TRMT1L	44025	NFR
chr1:187346806-187347104	1	1	1.05263443544711	0.726481204378583	298	0.99206349	0.2226	1	0.002	2	0	0	0.8443988	0.6459791	PLA2G4A	548870	NFR
chr1:187621603-187621901	1	1	0.428567251610672	0.44555427893703	298	0.99206349	0.04173	1	0.0022	2	0	0	0.8896656	0.7270556	PLA2G4A	823667	NFR
chr1:187713171-187713469	0.39225120016012	1	0.837054160528601	0.47317237118901	298	0.99206349	0.243	3	0.002	7	0	0	0.6379149	0.8307336	PLA2G4A	915235	NFR
chr1:187809436-187809734	0.863442099826194	0.817245872249299	0.98617540494147	1.034437421374	298	0.99206349	0.21645	2	0.0034	2	0	0.001	0.8229757	0.6751665	PLA2G4A	1011500	NFR
chr1:187809470-187809768	0.755030780221032	1	1.04002121554594	0.81765376268474	298	0.99206349	0.4127	1	0.0034	2	0	0.001	0.8570623	0.6299677	PLA2G4A	1011534	NFR
chr1:188433988-188434286	0.755291559925393	0.288788223979293	0.943776734060912	1.46293611674882	298	0.99206349	0.274	3	0.001	4	0	0.001	0.8629451	0.6235801	PLA2G4A	1636052	NFR
chr1:188434139-188434437	0.709848821162587	1	0.912474603819586	0.942205266447154	298	0.99206349	0.2686	1	0.0019	4	0	0.001	0.938932	0.4754471	PLA2G4A	1636203	NFR
chr1:188521905-188522203	1	0.565577839974402	0.956614685997978	1.46592214431638	298	0.99206349	0.1312	3	0.0028	3	0	0.427	0.8521419	0.6397487	PLA2G4A	1723969	NFR
chr1:188632558-188632856	0.997014596187777	0.996614872594231	0.569960064963086	0.536576334149173	298	0.99206349	0.05565	2	0.001	1	0	0.002	0.9346832	0.6528841	FAM5C	1814052	NFR
chr1:188640671-188640969	0.626878189507013	0.868517760126317	1.39251781879576	1.15494127173528	298	0.99206349	0.0182	1	0.0034	1	0	0.001	0.806839	0.6226776	FAM5C	1805939	NFR
chr1:188640827-188641125	0.510011261503481	0.484196858768012	1.55840131556745	1.60383263365535	298	0.99206349	0.0182	1	0	0	0	0.001	0.8420281	0.5722143	FAM5C	1805783	NFR
chr1:189568050-189568348	0.713963769927577	1	0.981408401673258	0.666214201343841	298	0.99206349	0.1631	1	0.001	5	0	0.001	0.90292	0.5556483	FAM5C	878560	NFR
chr1:189583254-189583552	0.331583410889731	1	1.00292105499383	0.830248908953365	298	0.99206349	0.1143	6	0.0042	4	0	0	0.9033678	0.5517951	FAM5C	863356	NFR
chr1:189959025-189959323	1	1	0.855486149212464	0.785802708926164	298	0.99206349	0.13075	2	0.0016	7	0	1	0.7739901	0.7328584	FAM5C	487585	NFR
chr1:189963406-189963704	1	1	0.93692075349502	0.373031122656205	298	0.99206349	0.0779	3	0.0049	2	0	0.001	0.8225141	0.6746798	FAM5C	483204	NFR
chr1:190038446-190038744	1	1	0.566460607943854	0.471275084935047	298	0.99206349	0.0178	1	4e-04	5	0	0.0045	0.9039505	0.7105009	FAM5C	408164	NFR
chr1:190472404-190472702	1	0.997236052283244	0.919516850219522	1.07029624757271	298	0.99206349	0	0	0.0086	2	0	0.001	0.8255929	0.6755287	FAM5C	-25794	NFR
chr1:191107110-191107408	1	0.867188781199701	0.892091861374375	1.04088285904325	298	0.99206349	0	0	0.0025	2	0	0.003	0.7986781	0.7035948	FAM5C	-660500	NFR
chr1:191248895-191249193	0.648650302498401	1	1.34911450570478	0.773897122870588	298	0.99206349	0	0	0.0018	5	0	0.001	0.7779444	0.6576431	FAM5C	-802285	NFR
chr1:191315948-191316246	0.578563942975839	1	1.27945496699745	0.611450522835057	298	0.99206349	0	0	0	0	0	0	0.8039283	0.6930912	RGS18	-811490	NFR
chr1:191315954-191316252	1	1	0.931624319232181	0.296885615220797	298	0.99206349	0	0	0	0	0	0	0.712997	0.7787866	RGS18	-811484	NFR
chr1:191727925-191728223	0.88319915837991	1	0.81744227155615	0.662793718381937	298	0.99206349	0.4317	3	0.002	2	0	0	0.8517689	0.6402887	RGS18	-399513	NFR
chr1:192052253-192052551	0.46938474446886	0.927680569688094	0.921778892091654	1.01606280074875	298	0.99206349	0.018	1	0.0018	1	0	5e-04	0.8671099	0.6184751	RGS18	-75185	NFR
chr1:192083344-192083642	1	0.13253429629589	1.02738430738431	2.19839280638743	298	0.99206349	0.0128	3	0.0022	6	0	0	0.7920025	0.709824	RGS18	-44094	NFR
chr1:192166132-192166430	0.964741736079115	1	0.946140005693683	0.666424827504516	298	0.99206349	0	0	0.0016	3	0	0	0.6646185	0.8877315	RGS18	38694	NFR
chr1:192283427-192283725	0.985031236917443	0.666297191398552	0.905812270911248	0.913174291538452	298	0.99206349	0.4421	1	0	0	1	0.032	0.8891865	0.5857426	RGS21	-2546	NFR
chr1:192431416-192431714	1	1	0.814751549008824	0.429251361048733	298	0.99206349	0.1239	2	0.0056	1	0	0	0.6928851	0.8771701	RGS1	-113292	NFR
chr1:192431434-192431732	1	1	0.851042727978739	0.350711166614981	298	0.99206349	0.1239	2	0.0056	1	0	0	0.8099118	0.8035232	RGS1	-113274	NFR
chr1:192658990-192659288	0.786463416562412	1	1.05769098158202	0.339038816781886	298	0.99206349	0.239	2	0.0036	2	1	0.008	0.7318276	0.760811	RGS13	53864	NFR
chr1:194390881-194391179	1	1	0.419156849041534	0.421041810317809	298	0.99206349	0.0837	4	7e-04	2	0	0.015	0.4421304	0.9540414	B3GALT2	-1235246	NFR
chr1:195254723-195255021	1	1	0.912299076868045	0.774049857527109	298	0.99206349	0	0	0.0018	1	0	0.001	0.841057	0.6540142	KCNT2	1322627	NFR
chr1:195643030-195643328	1	0.2471881586835	0.889921627624484	1.34860799201511	298	0.99206349	0.0193	2	0.0019	2	0	0.002	0.8002948	0.7018027	KCNT2	934320	NFR
chr1:197966240-197966538	1	1	0.90275625877414	0.726246150583337	298	0.99206349	0.118	1	0.003	1	0	0.001	0.8318083	0.6689993	LHX9	79860	NFR
chr1:197996486-197996784	0.77531510867417	1	1.17448603514812	0.466997885542918	298	0.99206349	0.10355	2	0.0054	1	0	0.005	0.852858	0.6339433	LHX9	110106	NFR
chr1:198054011-198054309	1	1	0.451764800417847	0.412479909445501	298	0.99206349	0	0	0.0038	5	0	0	0.9124174	0.6957103	NEK7	-71933	NFR
chr1:198059845-198060143	1	1	0.527168586225555	0.557292262252876	298	0.99206349	0.4878	1	0.002	2	0	0.0015	0.9290278	0.6591266	NEK7	-66099	NFR
chr1:201148668-201148966	0.946730436812022	0.377561074837897	1.04505499145377	1.38029830108686	298	0.99206349	0.1498	5	0.0096	1	0	0	0.6265384	0.9025097	IGFN1	-11136	NFR
chr1:204777989-204778287	0.263742410834818	1	0.946330060121643	0.629149457864461	298	0.99206349	0	0	8e-04	3	0	0.001	0.8959765	0.5729081	NFASC	-19644	NFR
chr1:208824734-208825032	1	1	0.500202957811637	0.475490800109342	298	0.99206349	0	0	0.0088	1	0	0.011	0.8972304	0.7182888	PLXNA2	-407218	NFR
chr1:209039383-209039681	0.652683202135715	0.488830262674808	1.16661308721352	1.57593069771634	298	0.99206349	0.0387	1	0.003	1	0	0	0.9076661	0.542813	PLXNA2	-621867	NFR
chr1:209475397-209475695	0.133038318753575	0.194176976263541	2.15671866254964	2.08423230888515	298	0.99206349	0.0126	1	0.0012	3	0	0	0.9218324	0.4227839	CAMK1G	-281516	NFR
chr1:209662058-209662356	1	1	0.494452406712315	0.493293073609014	298	0.99206349	0	0	0.003	1	0	0	0.8913781	0.7245236	CAMK1G	-94855	NFR
chr1:210398424-210398722	1	0.509788113520083	0.930338714757263	1.56219021118624	298	0.984127	0.1418	1	0.0044	3	1	0.03	0.780715	0.7216255	HHAT	-103677	NFR
chr1:212381594-212381892	1	1	0.47188859340468	0.308744630247608	298	0.99206349	0	0	0	0	0	0.001	0.9038855	0.710611	PPP2R5A	-77136	NFR
chr1:213516100-213516398	0.905026029931998	0.143958820671276	1.13825801416657	2.28052792787158	298	0.99206349	0	0	0.0012	2	0	0.004	0.8301993	0.6630323	RPS6KC1	291652	NFR
chr1:214978408-214978706	1	0.684332114563856	0.978134365271029	1.02968957973165	298	0.99206349	0.4127	2	0.0027	2	2	0.001	0.8758532	0.6057397	CENPF	202019	NFR
chr1:215168995-215169293	1	1	0.937646026817416	0.58469575328826	298	0.99206349	0.2907	3	0.0012	5	0	0	0.8177536	0.6838869	KCNK2	-87435	NFR
chr1:217334501-217334799	0.427242359996418	1	0.489766311852201	0.222440778061731	298	0.99206349	0.21735	2	0.0028	1	0	1	0.9510471	0.6083835	ESRRG	-437855	NFR
chr1:218199233-218199531	1	1	0.950585476480661	0.417307241187728	298	0.99206349	0.1944	2	0.0013	4	0	0.008	0.7762884	0.7251471	RRP15	-259247	NFR
chr1:218233666-218233964	1	0.651195676945296	0.946606172279893	1.34989626528389	298	0.99206349	0	0	0.0014	3	0	0	0.8411716	0.652636	RRP15	-224814	NFR
chr1:219514760-219515058	1	0.615881993139452	0.444683745632092	0.914254939891096	298	0.99206349	0.0367	1	0.0047	2	0	0.996	0.926885	0.6748145	LYPLAL1	167723	NFR
chr1:221461308-221461606	1	1	0.476567847080411	0.792468892721612	298	0.99206349	0.0106	1	0.0022	1	0	0.001	0.8922616	0.7232007	HLX	409758	NFR
chr1:221515699-221515997	1	0.856044879209983	0.834125963222953	1.08735667693219	298	0.99206349	0.166	2	0	0	1	0.001	0.8033265	0.7033319	DUSP10	399670	NFR
chr1:221654358-221654656	0.627092656397418	0.998871621018033	1.05116243049425	0.777128588635098	298	0.99206349	0.4986	1	8e-04	1	0	0	0.9175436	0.5253979	DUSP10	261011	NFR
chr1:221664830-221665128	1	1	0.42340603624977	0.388411788253728	298	0.99206349	0.3566	1	0.0026	3	0	0.213	0.9192039	0.6864475	DUSP10	250539	NFR
chr1:222241074-222241372	1	0.617780089945381	0.973727405640031	1.23839875997516	298	0.99206349	0	0	6e-04	2	0	0	0.8329754	0.6674841	DUSP10	-325705	NFR
chr1:222604131-222604429	1	0.56421530068614	0.957929311965936	1.20004158297091	298	0.99206349	0	0	0.0016	3	0	0.001	0.8933892	0.5778739	HHIPL2	117165	NFR
chr1:223324249-223324547	1	1	0.472623991333454	0.589460920562566	298	0.99206349	0.0811	5	0.0012	3	4	0	0.8342425	0.7906332	TLR5	-13769	NFR
chr1:225095489-225095787	1	0.118046048866911	0.842044394269404	1.22017360471249	298	0.99206349	0.0335	1	0.0048	1	1	0.001	0.7697291	0.8354235	DNAH14	-21731	NFR
chr1:225095658-225095956	1	0.394380258861567	0.77493533755386	1.33551892333623	298	0.99206349	0.0335	1	0	0	1	0.002	0.7531099	0.8453219	DNAH14	-21562	NFR
chr1:230061725-230062023	1	1	0.893702416253271	0.386415312082834	298	0.99206349	0.0325	1	0.0021	2	0	0.016	0.7639461	0.7381385	GALNT2	-141082	NFR
chr1:230179400-230179698	1	1	0.468193254148631	0.636207306173705	298	0.99206349	0.257	3	0.0044	1	0	0.002	0.8913047	0.7303976	GALNT2	-23407	NFR
chr1:230590572-230590870	0.731540344918234	1	0.774325712333635	0.576717873397833	298	0.99206349	0.1212	1	0.0016	5	0	0	0.901262	0.5643814	PGBD5	-77330	NFR
chr1:230700393-230700691	0.714000409721255	1	0.906984433303419	0.690959509988522	298	0.99206349	0.3152	2	0.0088	1	0	0.001	0.7718783	0.8328292	COG2	-77696	NFR
chr1:232324764-232325062	1	1	1.08189837759134	0.416985885785031	298	0.99206349	0.1631	3	0.003	1	0	0	0.6841505	0.8793188	SIPA1L2	372391	NFR
chr1:232392463-232392761	1	1	0.513338128882414	0.401537112547496	298	0.99206349	0.3992	1	0.006	1	0	0	0.8367584	0.7861858	SIPA1L2	304692	NFR
chr1:232518970-232519268	1	0.874581544298249	0.954890614489605	1.14779299229342	298	0.99206349	0.26885	4	0.0011	2	0	0.002	0.8684478	0.6195215	SIPA1L2	178185	NFR
chr1:233994606-233994904	1	1	0.865899805579069	0.304001999182153	298	0.99206349	0	0	0.0025	6	0	0.002	0.8877698	0.5883415	SLC35F3	-45924	NFR
chr1:233998912-233999210	1	0.99887162153116	0.852071110237995	0.774345666963286	298	0.99206349	0.0814	2	0	0	0	0	0.7766128	0.723923	SLC35F3	-41618	NFR
chr1:238754278-238754576	0.815629814809503	1	0.936341520487269	0.863964847916045	298	0.99206349	0.2016	2	0.0012	3	0	0.001	0.8906234	0.5766933	ZP4	-700333	NFR
chr1:238930527-238930825	1	1	0.533361135507601	0.515768252633979	298	0.99206349	0.0921	1	0	0	0	0.1435	0.9169994	0.687131	CHRM3	-861697	NFR
chr1:239476239-239476537	0.804249877927908	1	1.08614584926827	0.362199904761395	298	0.99206349	0.1657	2	0.0051	2	0	0.001	0.8891069	0.5824509	CHRM3	-315985	NFR
chr1:241632704-241633002	0.69809233711134	1	0.829798726089572	0.444468220561438	298	0.99206349	0.0315	2	0.0012	2	0	0	0.8900345	0.5823813	FH	50208	NFR
chr1:242919656-242919954	1	1	0.947814723641564	0.839776197198526	298	0.99206349	0.33685	2	0.0039	4	0	0.001	0.6828652	0.8787747	PLD5	-231985	NFR
chr1:242944520-242944818	0.663788623697896	0.582212145531814	1.34386129716829	1.45796297006825	298	0.99206349	0	0	0.0044	1	0	0.001	0.8667758	0.5335647	PLD5	-256849	NFR
chr1:242961191-242961489	0.832228520079718	0.996257603389002	1.03633741799919	0.995257938718663	298	0.99206349	0	0	0.0036	3	0	0.002	0.8441266	0.6540265	PLD5	-273520	NFR
chr1:34754021-34754319	1	1	0.844946351917914	0.459237679247267	298	0.99206349	0.0268	3	0.0012	2	0	NA	0.8172262	0.6821979	C1orf94	110899	NFR
chr1:34786806-34787104	0.924603838856801	0.219534723142413	1.08729622372726	1.59882150360974	298	0.99206349	0.4281	2	8e-04	3	0	NA	0.8568012	0.6315889	C1orf94	143684	NFR
chr1:34838411-34838709	1	1	1.03548910327863	0.912538880598357	298	0.99206349	0.1056	1	5e-04	2	0	NA	0.8498555	0.6417305	C1orf94	195289	NFR
chr1:34898299-34898597	0.345055453673785	1	0.972412202627615	0.718756443030524	298	0.99206349	0.0571	2	0.001	3	0	NA	0.8519121	0.6375431	C1orf94	255177	NFR
chr1:34915912-34916210	0.770412347431067	0.292114992343417	1.23255386102731	1.9052608990098	298	0.99206349	0.2454	2	0.0044	2	0	NA	0.8221306	0.5999052	C1orf94	272790	NFR
chr1:35152876-35153174	1	1	0.876177589785931	0.917277448444666	298	0.99206349	0.0158	1	0.0035	4	0	NA	0.8225395	0.6757082	GJB5	-67623	NFR
chr1:35152878-35153176	1	0.748989652054458	0.959491132042904	1.01659127235441	298	0.99206349	0.0158	1	0.0035	4	0	NA	0.8482627	0.6427746	GJB5	-67621	NFR
chr1:37126690-37126988	1	1	0.527481184917742	0.486115469433498	298	0.99206349	0.0131	2	0.0015	2	0	NA	0.8961432	0.717267	CSF3R	-177960	NFR
